"","Locality","Townland","Town"
"6825",NA,"ENAGH","LIMAVADY"
"6826",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6827",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"6828",NA,"DRUMAVALLY","LIMAVADY"
"6829",NA,"MAGHERAMORE","LIMAVADY"
"6830",NA,"DRUMALIEF","LIMAVADY"
"6831",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6832",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6833",NA,"BOVALLY","LIMAVADY"
"6834",NA,"RATHBRADY MORE","LIMAVADY"
"6835",NA,"COOLESSAN","LIMAVADY"
"6836",NA,"BOVALLY","LIMAVADY"
"6837",NA,"GLACK","LIMAVADY"
"6838",NA,"RATHBRADY MORE","LIMAVADY"
"6839",NA,"DUNCRUN","LIMAVADY"
"6840",NA,"ENAGH","LIMAVADY"
"6841",NA,"RATHBRADY MORE","LIMAVADY"
"6842",NA,"ENAGH","LIMAVADY"
"6843",NA,"RATHBRADY MORE","LIMAVADY"
"6844",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6845",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6846",NA,"MOYS","LIMAVADY"
"6847",NA,"COOLESSAN","LIMAVADY"
"6848",NA,"BROIGHTER","LIMAVADY"
"6849",NA,"DEER PARK","LIMAVADY"
"6850",NA,"ENAGH","LIMAVADY"
"6851",NA,"BALLYSPALLAN","LIMAVADY"
"6852",NA,"RATHBRADY MORE","LIMAVADY"
"6853",NA,"CARRAN","LIMAVADY"
"6854",NA,"RATHBRADY MORE","LIMAVADY"
"6855",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6856",NA,"WALWORTH","LIMAVADY"
"6857",NA,"BOVALLY","LIMAVADY"
"6858",NA,"GLEBE","LIMAVADY"
"6859",NA,"BOVALLY","LIMAVADY"
"6860",NA,"BOVALLY","LIMAVADY"
"6861",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6862",NA,"BENONE","LIMAVADY"
"6863",NA,"RATHBRADY MORE","LIMAVADY"
"6864",NA,"DRUMRAIGHLAND","LIMAVADY"
"6865",NA,"DERRY BEG","LIMAVADY"
"6866",NA,"BALLYMULLY","LIMAVADY"
"6867",NA,"DROMORE","LIMAVADY"
"6868",NA,"RATHBRADY MORE","LIMAVADY"
"6869",NA,"BALLYMULLY","LIMAVADY"
"6870",NA,"RATHBRADY MORE","LIMAVADY"
"6871",NA,"BOVALLY","LIMAVADY"
"6872",NA,"COOLESSAN","LIMAVADY"
"6873",NA,"COOLESSAN","LIMAVADY"
"6874",NA,"ENAGH","LIMAVADY"
"6875",NA,"BOVALLY","LIMAVADY"
"6876","BOVALLY","BOVALLY","LIMAVADY"
"6877",NA,"ENAGH","LIMAVADY"
"6878",NA,"ENAGH","LIMAVADY"
"6879",NA,"ENAGH","LIMAVADY"
"6880",NA,"RATHBRADY MORE","LIMAVADY"
"6881",NA,"CARRAN","LIMAVADY"
"6882",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6883",NA,"FREEHALL OR MONEYVENNON","LIMAVADY"
"6884",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6885",NA,"BENONE","LIMAVADY"
"6886",NA,"UMBRA","LIMAVADY"
"6887",NA,"CLOONEY","LIMAVADY"
"6888",NA,"DRUMAVALLY","LIMAVADY"
"6889",NA,"AUGHIL","LIMAVADY"
"6890",NA,"MYROE LEVEL (INTAKE)","LIMAVADY"
"6891",NA,"BURNALLY","LIMAVADY"
"6892",NA,"MILL TOWN","LIMAVADY"
"6893",NA,"GORTNAMONEY","LIMAVADY"
"6894",NA,"GORTNAMONEY","LIMAVADY"
"6895",NA,"DIRTAGH","LIMAVADY"
"6896",NA,"KILLYBREADY","LIMAVADY"
"6897",NA,"GORTNAMONEY","LIMAVADY"
"6898",NA,"RATHBRADY MORE","LIMAVADY"
"6899",NA,"BOVALLY","LIMAVADY"
"6900",NA,"BOVALLY","LIMAVADY"
"6901",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6902",NA,"KILLANE","LIMAVADY"
"6903",NA,"COOLESSAN","LIMAVADY"
"6904",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6905",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6906",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6907",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6908",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6909",NA,"RATHBRADY MORE","LIMAVADY"
"6910",NA,"ENAGH","LIMAVADY"
"6911",NA,"RATHBRADY MORE","LIMAVADY"
"6912",NA,"RATHBRADY MORE","LIMAVADY"
"6913",NA,"RATHBRADY MORE","LIMAVADY"
"6914",NA,"RATHBRADY MORE","LIMAVADY"
"6915",NA,"ENAGH","LIMAVADY"
"6916",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6917",NA,"CARRAN","LIMAVADY"
"6918",NA,"RATHBRADY MORE","LIMAVADY"
"6919",NA,"COOLESSAN","LIMAVADY"
"6920",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6921",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6922",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6923",NA,"COOLESSAN","LIMAVADY"
"6924",NA,"ENAGH","LIMAVADY"
"6925",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6926",NA,"ENAGH","LIMAVADY"
"6927",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6928",NA,"TAMLAGHT","LIMAVADY"
"6929",NA,"TAMLAGHT","LIMAVADY"
"6930",NA,"RATHBRADY MORE","LIMAVADY"
"6931",NA,"ENAGH","LIMAVADY"
"6932",NA,"ENAGH","LIMAVADY"
"6933",NA,"DRUMMOND","LIMAVADY"
"6934",NA,"DERRY MORE","LIMAVADY"
"6935",NA,"CARRAN","LIMAVADY"
"6936",NA,"BOVALLY","LIMAVADY"
"6937",NA,"BOVALLY","LIMAVADY"
"6938",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6939",NA,"RATHBRADY MORE","LIMAVADY"
"6940",NA,"ENAGH","LIMAVADY"
"6941",NA,"ENAGH","LIMAVADY"
"6942",NA,"COOLESSAN","LIMAVADY"
"6943",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6944",NA,"RATHBRADY MORE","LIMAVADY"
"6945",NA,"BOVALLY","LIMAVADY"
"6946",NA,"ENAGH","LIMAVADY"
"6947",NA,"ENAGH","LIMAVADY"
"6948",NA,"TERRYDRUM","LIMAVADY"
"6949",NA,"ENAGH","LIMAVADY"
"6950",NA,"BOVALLY","LIMAVADY"
"6951",NA,"BOVALLY","LIMAVADY"
"6952",NA,"BOVALLY","LIMAVADY"
"6953",NA,"LARGY","LIMAVADY"
"6954",NA,"DRUMSURN LOWER","LIMAVADY"
"6955",NA,"LARGY","LIMAVADY"
"6956",NA,"DRUMSURN LOWER","LIMAVADY"
"6957",NA,"BALLYQUIN","LIMAVADY"
"6958",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"6959",NA,"GLACK","LIMAVADY"
"6960",NA,"UMBRA","LIMAVADY"
"6961",NA,"DROMORE","LIMAVADY"
"6962",NA,"DRUMSURN LOWER","LIMAVADY"
"6963",NA,"DRUMSURN LOWER","LIMAVADY"
"6964",NA,"RATHBRADY MORE","LIMAVADY"
"6965",NA,"CRINDLE","LIMAVADY"
"6966",NA,"BOLEA","LIMAVADY"
"6967",NA,"GLENKEEN","LIMAVADY"
"6968",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6969",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6970",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6971",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6972",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6973",NA,"ENAGH","LIMAVADY"
"6974",NA,"ENAGH","LIMAVADY"
"6975",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6976",NA,"DRUMSURN UPPER","LIMAVADY"
"6977",NA,"DRUMADUFF","LIMAVADY"
"6978",NA,"BENONE","LIMAVADY"
"6979",NA,"ARDGARVAN","LIMAVADY"
"6980",NA,"CARRICK","LIMAVADY"
"6981",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6982",NA,"CARRAN","LIMAVADY"
"6983",NA,"CARRAN","LIMAVADY"
"6984",NA,"MIDDLE DOAGHS UPPER","LIMAVADY"
"6985",NA,"RATHBRADY MORE","LIMAVADY"
"6986",NA,"ENAGH","LIMAVADY"
"6987",NA,"RATHBRADY MORE","LIMAVADY"
"6988",NA,"RATHBRADY MORE","LIMAVADY"
"6989",NA,"ENAGH","LIMAVADY"
"6990",NA,"DEER PARK","LIMAVADY"
"6991",NA,"CARRAN","LIMAVADY"
"6992",NA,"CARRAN","LIMAVADY"
"6993",NA,"CARRAN","LIMAVADY"
"6994",NA,"BENONE","LIMAVADY"
"6995",NA,"ENAGH","LIMAVADY"
"6996",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"6997",NA,"DRUMSURN LOWER","LIMAVADY"
"6998",NA,"BOVALLY","LIMAVADY"
"6999",NA,"CRESSY CRIB","LIMAVADY"
"7000",NA,"AUGHIL","LIMAVADY"
"7001",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7002",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7003",NA,"TERRYDREMONT NORTH","LIMAVADY"
"7004",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7005",NA,"ENAGH","LIMAVADY"
"7006",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7007",NA,"ENAGH","LIMAVADY"
"7008",NA,"BOVALLY","LIMAVADY"
"7009",NA,"BOVALLY","LIMAVADY"
"7010",NA,"BOVALLY","LIMAVADY"
"7011",NA,"BOVALLY","LIMAVADY"
"7012",NA,"DRUMAVALLY","LIMAVADY"
"7013",NA,"LOWER BALLYLEIGHERY","LIMAVADY"
"7014",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7015",NA,"GLACK","LIMAVADY"
"7016",NA,"CARROWCLARE","LIMAVADY"
"7017",NA,"ENAGH","LIMAVADY"
"7018",NA,"BOVALLY","LIMAVADY"
"7019",NA,"BOVALLY","LIMAVADY"
"7020",NA,"ENAGH","LIMAVADY"
"7021",NA,"DEER PARK","LIMAVADY"
"7022",NA,"BOVALLY","LIMAVADY"
"7023",NA,"BOVALLY","LIMAVADY"
"7024",NA,"COOLESSAN","LIMAVADY"
"7025",NA,"SHANVEY","LIMAVADY"
"7026",NA,"COOLESSAN","LIMAVADY"
"7027",NA,"DRUMRAIGHLAND","LIMAVADY"
"7028",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7029",NA,"COOLESSAN","LIMAVADY"
"7030",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7031",NA,"BOVALLY","LIMAVADY"
"7032",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7033",NA,"BALLYHENRY WEST","LIMAVADY"
"7034",NA,"BALLYRISK MORE","LIMAVADY"
"7035",NA,"BOVALLY","LIMAVADY"
"7036",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7037",NA,"ENAGH","LIMAVADY"
"7038",NA,"DRUMAVALLY","LIMAVADY"
"7039",NA,"LOWER CORNDALE","LIMAVADY"
"7040",NA,"CLAGAN","LIMAVADY"
"7041",NA,"GORTNAMONEY","LIMAVADY"
"7042","FRUITHILL","CLOONEY","LIMAVADY"
"7043",NA,"GORTNAMONEY","LIMAVADY"
"7044",NA,"BALLYMAGLIN","LIMAVADY"
"7045",NA,"BROIGHTER","LIMAVADY"
"7046",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7047",NA,"COOLESSAN","LIMAVADY"
"7048",NA,"RATHBRADY MORE","LIMAVADY"
"7049",NA,"DEER PARK","LIMAVADY"
"7050",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7051",NA,"COOLESSAN","LIMAVADY"
"7052",NA,"RATHBRADY MORE","LIMAVADY"
"7053",NA,"RATHBRADY MORE","LIMAVADY"
"7054",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7055",NA,"RATHBRADY MORE","LIMAVADY"
"7056",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7057",NA,"RATHBRADY MORE","LIMAVADY"
"7058",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7059",NA,"RATHBRADY MORE","LIMAVADY"
"7060",NA,"CARRAN","LIMAVADY"
"7061",NA,"COOLESSAN","LIMAVADY"
"7062",NA,"RATHBRADY MORE","LIMAVADY"
"7063",NA,"CARRAN","LIMAVADY"
"7064",NA,"CARRAN","LIMAVADY"
"7065",NA,"COOLESSAN","LIMAVADY"
"7066",NA,"RATHBRADY MORE","LIMAVADY"
"7067",NA,"DROMORE","LIMAVADY"
"7068",NA,"GLEBE","LIMAVADY"
"7069",NA,"RATHBRADY MORE","LIMAVADY"
"7070",NA,"ENAGH","LIMAVADY"
"7071",NA,"ENAGH","LIMAVADY"
"7072",NA,"RATHBRADY MORE","LIMAVADY"
"7073",NA,"ENAGH","LIMAVADY"
"7074",NA,"BOVALLY","LIMAVADY"
"7075",NA,"BOVALLY","LIMAVADY"
"7076",NA,"BOVALLY","LIMAVADY"
"7077",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7078",NA,"COOLESSAN","LIMAVADY"
"7079",NA,"TERRYDOO CLYDE","LIMAVADY"
"7080",NA,"RATHBRADY MORE","LIMAVADY"
"7081",NA,"RATHBRADY MORE","LIMAVADY"
"7082",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7083",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7084",NA,"GLENKEEN","LIMAVADY"
"7085",NA,"LITTLE DERRY","LIMAVADY"
"7086",NA,"RATHBRADY MORE","LIMAVADY"
"7087",NA,"BOVALLY","LIMAVADY"
"7088",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7089",NA,"ENAGH","LIMAVADY"
"7090","BOVALLY","BOVALLY","LIMAVADY"
"7091",NA,"BOVALLY","LIMAVADY"
"7092",NA,"BOVALLY","LIMAVADY"
"7093",NA,"CARRAN","LIMAVADY"
"7094",NA,"BOVALLY","LIMAVADY"
"7095",NA,"DRUMSURN LOWER","LIMAVADY"
"7096",NA,"BALLYLEAGRY","LIMAVADY"
"7097",NA,"BALLYDARROG","LIMAVADY"
"7098",NA,"BOVALLY","LIMAVADY"
"7099",NA,"RATHBRADY MORE","LIMAVADY"
"7100",NA,"CARROWMUDDLE","LIMAVADY"
"7101",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7102",NA,"CAHERY","LIMAVADY"
"7103",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7104",NA,"BOVALLY","LIMAVADY"
"7105",NA,"BOVALLY","LIMAVADY"
"7106",NA,"BOVALLY","LIMAVADY"
"7107",NA,"BOVALLY","LIMAVADY"
"7108",NA,"RATHBRADY MORE","LIMAVADY"
"7109",NA,"WALWORTH","LIMAVADY"
"7110",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7111",NA,"BALLYSPALLAN","LIMAVADY"
"7112",NA,"CARROWREAGH","LIMAVADY"
"7113",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7114",NA,"ENAGH","LIMAVADY"
"7115",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7116",NA,"COOLESSAN","LIMAVADY"
"7117",NA,"CLOONEY","LIMAVADY"
"7118",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7119",NA,"ARDMORE","LIMAVADY"
"7120",NA,"COOLESSAN","LIMAVADY"
"7121",NA,"BOVALLY","LIMAVADY"
"7122",NA,"CARRICK EAST","LIMAVADY"
"7123",NA,"TEMPLEMOYLE","LIMAVADY"
"7124",NA,"ENAGH","LIMAVADY"
"7125",NA,"BOVALLY","LIMAVADY"
"7126",NA,"DRUMRANE","LIMAVADY"
"7127",NA,"BOVALLY","LIMAVADY"
"7128",NA,"BOVALLY","LIMAVADY"
"7129",NA,"BALLYDARROG","LIMAVADY"
"7130",NA,"BOVALLY","LIMAVADY"
"7131",NA,"RATHBRADY MORE","LIMAVADY"
"7132",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7133",NA,"DRUMSURN LOWER","LIMAVADY"
"7134",NA,"ENAGH","LIMAVADY"
"7135",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7136",NA,"ENAGH","LIMAVADY"
"7137",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7138",NA,"MAGHERAMORE","LIMAVADY"
"7139",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7140",NA,"BOVALLY","LIMAVADY"
"7141",NA,"BOVALLY","LIMAVADY"
"7142",NA,"BOVALLY","LIMAVADY"
"7143",NA,"WALWORTH","LIMAVADY"
"7144",NA,"RATHBRADY MORE","LIMAVADY"
"7145",NA,"DERRY MORE","LIMAVADY"
"7146",NA,"DRUMRAMER","LIMAVADY"
"7147",NA,"RATHBRADY MORE","LIMAVADY"
"7148",NA,"ENAGH","LIMAVADY"
"7149",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7150",NA,"RATHBRADY MORE","LIMAVADY"
"7151",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7152",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7153",NA,"ENAGH","LIMAVADY"
"7154",NA,"BOVALLY","LIMAVADY"
"7155",NA,"BOVALLY","LIMAVADY"
"7156",NA,"ARDINARIVE","LIMAVADY"
"7157",NA,"CARRAN","LIMAVADY"
"7158",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7159",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7160",NA,"ENAGH","LIMAVADY"
"7161",NA,"BOVALLY","LIMAVADY"
"7162",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7163",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7164",NA,"BROHARRIS","LIMAVADY"
"7165",NA,"AUGHIL","LIMAVADY"
"7166","FRUITHILL","GRANNAGH","LIMAVADY"
"7167",NA,"DRUMADERRY","LIMAVADY"
"7168",NA,"GLACK","LIMAVADY"
"7169",NA,"BOVALLY","LIMAVADY"
"7170",NA,"BOVALLY","LIMAVADY"
"7171",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7172",NA,"COOLESSAN","LIMAVADY"
"7173",NA,"DROMORE","LIMAVADY"
"7174",NA,"BALLYMORE","LIMAVADY"
"7175",NA,"RATHBRADY MORE","LIMAVADY"
"7176",NA,"RATHBRADY MORE","LIMAVADY"
"7177",NA,"COOLESSAN","LIMAVADY"
"7178",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7179",NA,"ENAGH","LIMAVADY"
"7180",NA,"ENAGH","LIMAVADY"
"7181",NA,"ENAGH","LIMAVADY"
"7182",NA,"COOLESSAN","LIMAVADY"
"7183",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7184",NA,"RATHBRADY MORE","LIMAVADY"
"7185",NA,"RATHBRADY MORE","LIMAVADY"
"7186",NA,"RATHBRADY MORE","LIMAVADY"
"7187",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7188",NA,"RATHBRADY MORE","LIMAVADY"
"7189",NA,"ENAGH","LIMAVADY"
"7190",NA,"COOLESSAN","LIMAVADY"
"7191",NA,"BOVALLY","LIMAVADY"
"7192",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7193",NA,"RATHBRADY MORE","LIMAVADY"
"7194",NA,"RATHBRADY MORE","LIMAVADY"
"7195",NA,"RATHBRADY MORE","LIMAVADY"
"7196",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7197",NA,"BALLYMULLY","LIMAVADY"
"7198",NA,"DRUMRAMER","LIMAVADY"
"7199",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7200",NA,"COOLESSAN","LIMAVADY"
"7201",NA,"RATHBRADY MORE","LIMAVADY"
"7202",NA,"ENAGH","LIMAVADY"
"7203",NA,"ENAGH","LIMAVADY"
"7204",NA,"ENAGH","LIMAVADY"
"7205",NA,"ENAGH","LIMAVADY"
"7206",NA,"ENAGH","LIMAVADY"
"7207",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7208",NA,"CARRAN","LIMAVADY"
"7209",NA,"ENAGH","LIMAVADY"
"7210",NA,"BOVALLY","LIMAVADY"
"7211",NA,"ARDGARVAN","LIMAVADY"
"7212",NA,"BOVALLY","LIMAVADY"
"7213",NA,"BOVALLY","LIMAVADY"
"7214",NA,"MOYS","LIMAVADY"
"7215",NA,"KILHOYLE","LIMAVADY"
"7216",NA,"CARRICK","LIMAVADY"
"7217",NA,"BALLYQUIN","LIMAVADY"
"7218",NA,"DRUMSURN LOWER","LIMAVADY"
"7219",NA,"MAGHERASKEAGH","LIMAVADY"
"7220",NA,"DRUMSURN LOWER","LIMAVADY"
"7221",NA,"BOVALLY","LIMAVADY"
"7222",NA,"LOMOND","LIMAVADY"
"7223",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7224",NA,"MAINE SOUTH","LIMAVADY"
"7225",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7226",NA,"BOVALLY","LIMAVADY"
"7227",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7228",NA,"BOVALLY","LIMAVADY"
"7229",NA,"BOVALLY","LIMAVADY"
"7230",NA,"DRUMRAMER","LIMAVADY"
"7231",NA,"RATHBRADY MORE","LIMAVADY"
"7232",NA,"BOVALLY","LIMAVADY"
"7233",NA,"BALLYSCULLION","LIMAVADY"
"7234",NA,"BOVALLY","LIMAVADY"
"7235",NA,"ENAGH","LIMAVADY"
"7236",NA,"BOVALLY","LIMAVADY"
"7237",NA,"BOVALLY","LIMAVADY"
"7238",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7239",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7240",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7241",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7242",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7243",NA,"ENAGH","LIMAVADY"
"7244",NA,"CARRAN","LIMAVADY"
"7245",NA,"RATHBRADY MORE","LIMAVADY"
"7246",NA,"BOVALLY","LIMAVADY"
"7247",NA,"BOVALLY","LIMAVADY"
"7248",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7249",NA,"COOLESSAN","LIMAVADY"
"7250",NA,"BOVALLY","LIMAVADY"
"7251",NA,"BALLYQUIN","LIMAVADY"
"7252",NA,"ENAGH","LIMAVADY"
"7253",NA,"ENAGH","LIMAVADY"
"7254",NA,"KILLANE","LIMAVADY"
"7255",NA,"RATHBRADY MORE","LIMAVADY"
"7256",NA,"GORTNAMONEY","LIMAVADY"
"7257",NA,"ENAGH","LIMAVADY"
"7258",NA,"ENAGH","LIMAVADY"
"7259",NA,"RATHBRADY MORE","LIMAVADY"
"7260",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7261",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7262",NA,"RATHBRADY MORE","LIMAVADY"
"7263",NA,"BOVALLY","LIMAVADY"
"7264",NA,"BOVALLY","LIMAVADY"
"7265",NA,"BOVALLY","LIMAVADY"
"7266",NA,"BOVALLY","LIMAVADY"
"7267",NA,"BOVALLY","LIMAVADY"
"7268",NA,"BOVALLY","LIMAVADY"
"7269",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7270",NA,"ENAGH","LIMAVADY"
"7271",NA,"RATHBRADY MORE","LIMAVADY"
"7272",NA,"DRUMAVALLY","LIMAVADY"
"7273",NA,"COOLESSAN","LIMAVADY"
"7274",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7275","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"7276",NA,"BOVALLY","LIMAVADY"
"7277",NA,"RATHBRADY MORE","LIMAVADY"
"7278",NA,"LISNAKILLY","LIMAVADY"
"7279",NA,"GLACK","LIMAVADY"
"7280",NA,"BOVALLY","LIMAVADY"
"7281",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7282",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7283",NA,"RATHBRADY MORE","LIMAVADY"
"7284","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7285",NA,"ENAGH","LIMAVADY"
"7286",NA,"CLOONEY","LIMAVADY"
"7287",NA,"CARROWCLARE","LIMAVADY"
"7288",NA,"LOMOND","LIMAVADY"
"7289",NA,"GORTNAMONEY","LIMAVADY"
"7290",NA,"CULMORE LOWER","LIMAVADY"
"7291",NA,"COOLESSAN","LIMAVADY"
"7292",NA,"RATHBRADY MORE","LIMAVADY"
"7293",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7294",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7295",NA,"COOLESSAN","LIMAVADY"
"7296",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
